projectID,formatted_address,geometry,name,num_results,place_id,place_ok,search_api_calls,search_method,search_status,search_text,search_time,sim_score,types
46WPU0000000027P,"982 99 Gällivare, Sweden","{'location': {'lat': 67.4930546, 'lng': 18.3576714}, 'viewport': {'northeast': {'lat': 67.49436472989272, 'lng': 18.35909182989272}, 'southwest': {'lat': 67.49166507010729, 'lng': 18.35639217010728}}}",Vietas powerhouse,1,ChIJOXCynlOV2UUR5QQC86ri56A,True,1,find_place,OK,"Vietas hydroelectric dam, Sweden",1/29/2021 17:48,0.52173913,"['point_of_interest', 'establishment']"
48WSTN0000WBURB5,"First St SE, Washington, DC 20004, United States","{'location': {'lat': 38.8899389, 'lng': -77.0090505}, 'viewport': {'northeast': {'lat': 38.89121122989272, 'lng': -77.00277249999999}, 'southwest': {'lat': 38.88851157010728, 'lng': -77.0157461}}}",United States Capitol,1,ChIJF8-iISm4t4kRxPgMwfejggQ,False,3,find_place,BUST,"Wburb, United Kingdom",1/29/2021 17:48,0.08,"['tourist_attraction', 'point_of_interest', 'establishment']"
11WD7WEIS-B-KW-C,"Am Kraftwerk 17, 52249 Eschweiler, Germany","{'location': {'lat': 50.836044, 'lng': 6.317466}, 'viewport': {'northeast': {'lat': 50.83748787989271, 'lng': 6.318790479892723}, 'southwest': {'lat': 50.83478822010727, 'lng': 6.316090820107279}}}",RWE Kraftwerk Weisweiler,1,ChIJeTXoGKJgv0cRHM-Fe1YF7ag,True,1,find_place,OK,"Weisweiler coal-fired power station, Germany",1/29/2021 17:48,0.588235294,"['point_of_interest', 'establishment']"
11WD8WILM5O----7,"Forckenbeckstraße 3-5, 14199 Berlin, Germany","{'location': {'lat': 52.4807551, 'lng': 13.3075485}, 'viewport': {'northeast': {'lat': 52.48150517989272, 'lng': 13.30865262989272}, 'southwest': {'lat': 52.47880552010728, 'lng': 13.30595297010728}}}",Power station Berlin-Wilmersdorf,1,ChIJH970tJFQqEcRJPMpXnf7NXY,True,1,find_place,OK,"Wilmersdorf power station, Germany",1/29/2021 17:48,0.594594595,"['point_of_interest', 'establishment']"
26WIMPI-S17AGRIH,"Agri, Province of Matera, Italy","{'location': {'lat': 40.2522196, 'lng': 16.6025864}, 'viewport': {'northeast': {'lat': 40.3008034, 'lng': 16.7411559}, 'southwest': {'lat': 40.21465999999999, 'lng': 16.4634096}}}",Agri,1,ChIJH_KLqX1aRxMRv9-X-LG8KC4,True,2,find_place,OK,"Agri, Italy",1/29/2021 18:18,1.0,"['natural_feature', 'establishment']"
50WP00000000863G,"4420 Åna-Sira, Norway","{'location': {'lat': 58.2924889, 'lng': 6.440261100000001}, 'viewport': {'northeast': {'lat': 58.2983529, 'lng': 6.456268499999999}, 'southwest': {'lat': 58.286624, 'lng': 6.4242537}}}",Åna-Sira,1,ChIJ_ffkBYzjOUYRBvxtL--dmgs,True,2,find_place,OK,"Ana Sira, Norway",1/29/2021 18:18,0.875,"['locality', 'political']"
47W000000000230W,"Ballykeelaun, Ardnacrusha, Co. Clare, Ireland","{'location': {'lat': 52.70553049999999, 'lng': -8.6123452}, 'viewport': {'northeast': {'lat': 52.70647067989272, 'lng': -8.610713220107277}, 'southwest': {'lat': 52.70377102010728, 'lng': -8.61341287989272}}}",Ardnacrusha Hydro Station,1,ChIJbebtZMRdW0gRmW--I8zbqFY,True,1,find_place,OK,"Ardnacrucha Production Unit hydroelectric dam, Ireland",1/29/2021 18:18,0.7142857140000001,"['point_of_interest', 'establishment']"
26WIMPI-0760710Z,"20097 Bolgiano, Metropolitan City of Milan, Italy","{'location': {'lat': 45.4210177, 'lng': 9.2836611}, 'viewport': {'northeast': {'lat': 45.4288489, 'lng': 9.2996685}, 'southwest': {'lat': 45.4131855, 'lng': 9.2676537}}}",Bolgiano,1,ChIJI_SijnLPhkcRbIroYgVsVwg,True,2,find_place,OK,"Bolgiano, Italy",1/29/2021 18:18,1.0,"['locality', 'political']"
11WD2BUSC0002637,"Am Kraftwerk 1, 38372 Büddenstedt, Germany","{'location': {'lat': 52.17086159999999, 'lng': 10.9764261}, 'viewport': {'northeast': {'lat': 52.17228952989272, 'lng': 10.97747847989272}, 'southwest': {'lat': 52.16958987010727, 'lng': 10.97477882010728}}}",Buschhaus Power Station,1,ChIJfVLbw2x-pUcRAkEfx41NZd8,True,1,find_place,OK,"Kraftwerk Buschhaus coal-fired power station, Germany",1/29/2021 18:18,0.6923076923076923,"['point_of_interest', 'establishment']"
26WIMPI-S07CERNC,"17014 Cairo Montenotte, Province of Savona, Italy","{'location': {'lat': 44.4008071, 'lng': 8.2732695}, 'viewport': {'northeast': {'lat': 44.4559222, 'lng': 8.4310802}, 'southwest': {'lat': 44.34646799999999, 'lng': 8.2071346}}}",Cairo Montenotte,1,ChIJA3QJT4LC0hIR0R-FFUPMWoM,True,2,find_place,OK,"Cairo, Italy",1/29/2021 18:18,0.47619047600000003,"['administrative_area_level_3', 'political']"
26WIMPI-0393807F,"71029 Troia, Apulia, Province of Foggia, Italy","{'location': {'lat': 41.3402776, 'lng': 15.2602387}, 'viewport': {'northeast': {'lat': 41.34184687989272, 'lng': 15.26152832989272}, 'southwest': {'lat': 41.33914722010727, 'lng': 15.25882867010728}}}",Chiesa di Cancarro,1,ChIJnW-mLa_vORMR66CaI_Rj01k,True,2,find_place,OK,"Cancarro, Italy",1/29/2021 18:18,0.615384615,"['point_of_interest', 'establishment']"
26WIMPI-S04CRDA9,"21010 Cardano Al Campo, VA, Italy","{'location': {'lat': 45.6455568, 'lng': 8.7716745}, 'viewport': {'northeast': {'lat': 45.6603028, 'lng': 8.7878528}, 'southwest': {'lat': 45.6336929, 'lng': 8.750150399999999}}}",Cardano Al Campo,1,ChIJqT2IwQNihkcRQPb-ZsamqPQ,True,2,find_place,OK,"Cardano, Italy",1/29/2021 18:18,0.608695652,"['locality', 'political']"
26WIMPI-S09CSTVX,"38050 Castelnuovo, Trentino, Trentino, Italy","{'location': {'lat': 46.0519097, 'lng': 11.4941326}, 'viewport': {'northeast': {'lat': 46.0568484, 'lng': 11.5020457}, 'southwest': {'lat': 46.0508818, 'lng': 11.4850674}}}","Castelnuovo, Trentino",1,ChIJbeeuP56ReEcRq-zrElB0E5Q,True,2,find_place,OK,"Castelnuovo, Italy",1/29/2021 18:18,0.709677419,"['locality', 'political']"
26WIMPI-S03CDGL3,"25051 Cedegolo, Province of Brescia, Italy","{'location': {'lat': 46.0770081, 'lng': 10.3488161}, 'viewport': {'northeast': {'lat': 46.0841601, 'lng': 10.3561317}, 'southwest': {'lat': 46.0660748, 'lng': 10.3445642}}}",Cedegolo,1,ChIJHWXmHNq1g0cR3KA9aRvUxrY,True,2,find_place,OK,"Cedegolo, Italy",1/29/2021 18:18,1.0,"['locality', 'political']"
14W-PROD-DO----O,"Donaustadt, 1220 Vienna, Austria","{'location': {'lat': 48.235551, 'lng': 16.4623916}, 'viewport': {'northeast': {'lat': 48.2934587, 'lng': 16.5776676}, 'southwest': {'lat': 48.1351549, 'lng': 16.4007053}}}",Donaustadt,1,ChIJLYQ3pdcGbUcRp9qGuYOhKpE,True,2,find_place,OK,"Donaustadt, Austria",1/29/2021 18:18,1.0,"['sublocality_level_1', 'sublocality', 'political']"
26WIMPI-0163877Q,"94100 Enna, Province of Enna, Italy","{'location': {'lat': 37.5099321, 'lng': 14.262851}, 'viewport': {'northeast': {'lat': 37.678978, 'lng': 14.4993984}, 'southwest': {'lat': 37.4246778, 'lng': 14.0865807}}}",Enna,1,ChIJ_7xAoYXYEBMRfa6cA63nThk,True,2,find_place,OK,"Enna, Italy",1/29/2021 18:18,1.0,"['administrative_area_level_3', 'political']"
26WIMPI-S01FDEIC,"12014 Fedio, Province of Cuneo, Italy","{'location': {'lat': 44.3248584, 'lng': 7.275064400000001}, 'viewport': {'northeast': {'lat': 44.32585937989272, 'lng': 7.277415999999999}, 'southwest': {'lat': 44.32315972010728, 'lng': 7.2726212}}}",Fedio,1,ChIJ0wWIvwQQzRIRguvVR8bFv0U,True,2,find_place,OK,"Fedio, Italy",1/29/2021 18:18,1.0,"['locality', 'political']"
29WILARIONAS---X,"Peristerona, Cyprus","{'location': {'lat': 35.1302778, 'lng': 33.0805556}, 'viewport': {'northeast': {'lat': 35.13164112989273, 'lng': 33.08198097989273}, 'southwest': {'lat': 35.12894147010729, 'lng': 33.07928132010728}}}",Apostles Varnavas and Ilarionas,1,ChIJhaogvH8A3hQR3QpgrlOotMw,False,3,find_place,BUST,"Ilarionas, Greece",1/29/2021 18:18,0.45,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
26WIMPI-S01MNRFF,"Mirafiori Sud, Turin, Metropolitan City of Turin, Italy","{'location': {'lat': 45.0215567, 'lng': 7.6240389}, 'viewport': {'northeast': {'lat': 45.041993, 'lng': 7.659015699999999}, 'southwest': {'lat': 45.005593, 'lng': 7.586918}}}",Mirafiori Sud,1,ChIJxUPA8xMTiEcRj7Fvwyh3Vmw,True,2,find_place,OK,"Mirafiori, Italy",1/29/2021 18:18,0.818181818,"['neighborhood', 'political']"
11WD8MITT5G----0,"Köpenicker Str. 60, 10179 Berlin, Germany","{'location': {'lat': 52.511484, 'lng': 13.4209371}, 'viewport': {'northeast': {'lat': 52.51278512989273, 'lng': 13.42225182989272}, 'southwest': {'lat': 52.51008547010728, 'lng': 13.41955217010728}}}",Heizkraftwerk Mitte,1,ChIJqR_THDtOqEcRzaMmP561J5s,True,1,find_place,OK,"Hkw Mitte gas-fired power station, Germany",1/29/2021 18:18,0.4166666670000001,"['point_of_interest', 'establishment']"
32W001100100072D,"8320 Momina Tsarkva, Bulgaria","{'location': {'lat': 42.142912, 'lng': 27.0140595}, 'viewport': {'northeast': {'lat': 42.14853979999999, 'lng': 27.0200912}, 'southwest': {'lat': 42.13706029999999, 'lng': 27.0024926}}}",Momina Tsarkva,1,ChIJKUR7i34Qp0ARQKQOzRSgAAo,True,5,find_place,OK,"Momina, Bulgaria",1/29/2021 18:18,0.615384615,"['locality', 'political']"
18WPGR1-12345-04,"As Pontes de García Rodríguez, A Coruña, Spain","{'bounds': {'northeast': {'lat': 43.57051209999999, 'lng': -7.743535499999999}, 'southwest': {'lat': 43.3702549, 'lng': -8.0135855}}, 'location': {'lat': 43.4526554, 'lng': -7.852369}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 43.57051209999999, 'lng': -7.743535499999999}, 'southwest': {'lat': 43.3702549, 'lng': -8.0135855}}}",,1,ChIJ0WneFeADLg0RKDLTdBXhOEU,False,5,geocode,BUST,"Rodr, Spain",1/29/2021 18:18,0.2727272727272727,"['administrative_area_level_4', 'political']"
43W-PLAV-HPP---J,"Pļaviņas, Pļaviņu pilsēta, Latvia","{'location': {'lat': 56.6182449, 'lng': 25.725792}, 'viewport': {'northeast': {'lat': 56.6291084, 'lng': 25.7846346}, 'southwest': {'lat': 56.598921, 'lng': 25.6660208}}}",Pļaviņas,1,ChIJC0oQek6l6UYR4P7yaM3PAAQ,True,2,find_place,OK,"Plavinas, Latvia",1/29/2021 18:18,0.75,"['locality', 'political']"
18WROB2-12345-0B,"24640 La Robla, León, Spain","{'location': {'lat': 42.8012489, 'lng': -5.627395099999999}, 'viewport': {'northeast': {'lat': 42.8100664, 'lng': -5.621759099999999}, 'southwest': {'lat': 42.7969395, 'lng': -5.6330653}}}",La Robla,1,ChIJPcTWgfWjNw0RAOGL_9qn8IU,True,2,find_place,OK,"Robla, Spain",1/29/2021 18:18,0.7692307690000001,"['locality', 'political']"
11WD4SWSW5HD7--F,"Schluchsee, 79859 Schluchsee, Germany","{'location': {'lat': 47.8182613, 'lng': 8.1519136}, 'viewport': {'northeast': {'lat': 47.8352248, 'lng': 8.1931592}, 'southwest': {'lat': 47.7996659, 'lng': 8.1130623}}}",Schluchsee,1,ChIJ-W1RWkT2kEcRaCvnl0n_xJw,True,1,find_place,OK,"Schluchsee hydroelectric dam, Germany",1/29/2021 18:18,1.0,"['natural_feature', 'establishment']"
26WIMPI-S06ECLTM,"Servola, Trieste, UTI Giuliana, Italy","{'location': {'lat': 45.623894, 'lng': 13.7859095}, 'viewport': {'northeast': {'lat': 45.631308, 'lng': 13.7950665}, 'southwest': {'lat': 45.6177112, 'lng': 13.7717522}}}",Servola,1,ChIJh5DOm7Vre0cRHPPXmr8n_7k,True,2,find_place,OK,"Servola, Italy",1/29/2021 18:18,1.0,"['neighborhood', 'political']"
14W-PROD-SIM---P,"1.Haidequerstraße 1, 1110 Wien, Austria","{'location': {'lat': 48.1835231, 'lng': 16.4303122}, 'viewport': {'northeast': {'lat': 48.18489072989272, 'lng': 16.43159932989272}, 'southwest': {'lat': 48.18219107010728, 'lng': 16.42889967010728}}}",Simmering power station,1,ChIJjWl0X6gAbUcRKxy86IhxV-0,True,1,find_place,OK,"Kw Simmering gas-fired power station, Austria",1/29/2021 18:18,0.692307692,"['point_of_interest', 'establishment']"
50WP00000000654P,"Farastadhaugen 18, 3864 Rauland, Norway","{'location': {'lat': 59.7776088, 'lng': 7.725963499999999}, 'viewport': {'northeast': {'lat': 59.77892792989272, 'lng': 7.727241829892721}, 'southwest': {'lat': 59.77622827010727, 'lng': 7.724542170107277}}}",Songa kraftverk,1,ChIJ9wMhDbUoP0YR6yttKvTDEjI,True,1,find_place,OK,"Songa hydroelectric dam, Norway",1/29/2021 18:18,0.5,"['point_of_interest', 'establishment']"
45V0000000000148,"Ny Studstrupvej 14, 8541 Skødstrup, Denmark","{'location': {'lat': 56.2489534, 'lng': 10.3472225}, 'viewport': {'northeast': {'lat': 56.25095982989273, 'lng': 10.3495813}, 'southwest': {'lat': 56.24826017010728, 'lng': 10.3401461}}}",Studstrup Power Station,1,ChIJT6v1F487TEYRQUhQrHyxO6M,True,2,find_place,OK,"Studstrupvaerket, Denmark",1/29/2021 18:18,0.666666667,"['point_of_interest', 'establishment']"
26WIMPI-S03TVZZK,"26838 Tavazzano con Villavesco, Province of Lodi, Italy","{'location': {'lat': 45.32772180000001, 'lng': 9.4054364}, 'viewport': {'northeast': {'lat': 45.3343776, 'lng': 9.4130515}, 'southwest': {'lat': 45.32068049999999, 'lng': 9.3935719}}}",Tavazzano con Villavesco,1,ChIJ_6qYZ9jShkcRA0QExPN8DJY,True,2,find_place,OK,"Tavazzano, Italy",1/29/2021 18:19,0.545454545,"['locality', 'political']"
11WD8TIEF5X----V,"22113 Hamburg, Germany","{'location': {'lat': 53.5269146, 'lng': 10.065522}, 'viewport': {'northeast': {'lat': 53.52822292989272, 'lng': 10.06703922989272}, 'southwest': {'lat': 53.52552327010727, 'lng': 10.06433957010728}}}",Heizkraftwerk Tiefstack,1,ChIJeaIWZtKNsUcRKrMYTEzFTnk,True,1,find_place,OK,"Hkw Tiefstack coal-fired power station, Germany",1/29/2021 18:19,0.5625,"['point_of_interest', 'establishment']"
50WP00000000743Q,"4443 Tjørhom, Norway","{'location': {'lat': 58.8885747, 'lng': 6.8519783}, 'viewport': {'northeast': {'lat': 58.8943396, 'lng': 6.867985699999999}, 'southwest': {'lat': 58.88280880000001, 'lng': 6.8359709}}}",Tjørhom,1,ChIJ-ZVWvfCgOUYRlzgdFUM0YdA,True,2,find_place,OK,"Tjorhom, Norway",1/29/2021 18:19,0.857142857,"['locality', 'political']"
26WIMPI-S04TRBLJ,"38069 Nago–Torbole, Trentino, Italy","{'location': {'lat': 45.8778243, 'lng': 10.8908516}, 'viewport': {'northeast': {'lat': 45.8809618, 'lng': 10.8988527}, 'southwest': {'lat': 45.8620483, 'lng': 10.8665582}}}",Nago–Torbole,1,ChIJI0MdS-YQgkcRWT6zU6J2s50,True,2,find_place,OK,"Torbole, Italy",1/29/2021 18:19,0.7368421052631579,"['locality', 'political']"
11WD2ZOLL0002880,"Leininger Str. 1, 85406 Zolling, Germany","{'location': {'lat': 48.45595, 'lng': 11.8030201}, 'viewport': {'northeast': {'lat': 48.45735547989272, 'lng': 11.80436072989272}, 'southwest': {'lat': 48.45465582010728, 'lng': 11.80166107010728}}}",ENGIE Kraftwerk Zolling,1,ChIJbw5v6JI_nkcR_DjV3nWC1kU,True,1,find_place,OK,"Kraftwerk Zolling coal-fired power station, Germany",1/29/2021 18:19,0.4666666666666667,"['point_of_interest', 'establishment']"
26WIMYI-S04BZZOB,"Lago di Malga Boazzo, 38080 Valdaone, Trentino, Italy","{'location': {'lat': 46.0018781, 'lng': 10.517251}, 'viewport': {'northeast': {'lat': 46.0090419, 'lng': 10.5235096}, 'southwest': {'lat': 45.9953092, 'lng': 10.5118512}}}",Lago di Malga Boazzo,1,ChIJm9eZ-3k2gkcRrjsfscdc0u0,True,2,find_place,OK,"Boazzo, Italy",2021-01-29 19:48:52,0.4615384615384616,"['natural_feature', 'establishment']"
26WIMPI-S13BSSUZ,"65022 Bussi sul Tirino, Province of Pescara, Italy","{'location': {'lat': 42.2135849, 'lng': 13.8253915}, 'viewport': {'northeast': {'lat': 42.2200516, 'lng': 13.8370991}, 'southwest': {'lat': 42.2067621, 'lng': 13.8171732}}}",Bussi sul Tirino,1,ChIJkbp-aiw3MBMRWGzZDXVECoQ,True,2,find_place,OK,"Bussi, Italy",2021-01-29 19:48:55,0.4761904761904762,"['locality', 'political']"
26WIMPI-S01CLCAH,"17020 Calice Ligure, Province of Savona, Italy","{'location': {'lat': 44.2045552, 'lng': 8.294812799999999}, 'viewport': {'northeast': {'lat': 44.2116413, 'lng': 8.3044616}, 'southwest': {'lat': 44.1972456, 'lng': 8.2830998}}}",Calice Ligure,1,ChIJpY6bWo7w0hIRI_XreHqDpek,True,2,find_place,OK,"Calice, Italy",2021-01-29 19:48:57,0.631578947368421,"['locality', 'political']"
16WCARRAPA-----2,"Barragem do Carrapatelo, Portugal","{'location': {'lat': 41.085556, 'lng': -8.131389}, 'viewport': {'northeast': {'lat': 41.0939656, 'lng': -8.1153816}, 'southwest': {'lat': 41.0771454, 'lng': -8.1473964}}}",Barragem do Carrapatelo,1,ChIJATJnXgiiJA0RtYUsgYh-qkY,True,1,find_place,OK,"Carrapatelo hydroelectric dam, Portugal",2021-01-29 19:48:58,0.6470588235294118,"['natural_feature', 'establishment']"
17W100P100P0190E,"57570 Cattenom, France","{'location': {'lat': 49.4157857, 'lng': 6.218270899999999}, 'viewport': {'northeast': {'lat': 49.41693532989273, 'lng': 6.219476379892723}, 'southwest': {'lat': 49.41423567010729, 'lng': 6.216776720107279}}}",Cattenom Nuclear Power Plant,1,ChIJt5GKAY87lUcROnco9AGzfGE,True,1,find_place,OK,"Cattenom nuclear plant, France",2021-01-29 19:48:59,0.7272727272727273,"['point_of_interest', 'establishment']"
26WIMPI-S16BSCRY,"Province of Caserta, Italy","{'location': {'lat': 41.2078354, 'lng': 14.1001326}, 'viewport': {'northeast': {'lat': 41.5073777, 'lng': 14.53444}, 'southwest': {'lat': 40.89898669999999, 'lng': 13.7621116}}}",Province of Caserta,1,ChIJIWlzFYDwOhMRMIFimR_hCQM,False,3,find_place,BUST,"Ce, Italy",2021-01-29 19:49:01,0.19047619047619047,"['administrative_area_level_2', 'political']"
19W0000000000369,"ul. M. Skłodowskiej-Curie 30, 41-503 Chorzów, Poland","{'location': {'lat': 50.30874, 'lng': 18.9712189}, 'viewport': {'northeast': {'lat': 50.31001587989272, 'lng': 18.97255692989273}, 'southwest': {'lat': 50.30731622010727, 'lng': 18.96985727010728}}}",CEZ Chorzów S.A.,1,ChIJ1Woe9WrSFkcR1RXP2qp8kjo,True,1,find_place,OK,"Chorzów coal-fired power station, Poland",2021-01-29 19:49:02,0.6363636363636364,"['point_of_interest', 'establishment']"
48WSTN00000GRMOP,"235 E 42nd St, New York, NY 10017, United States","{'location': {'lat': 40.7503031, 'lng': -73.9726559}, 'viewport': {'northeast': {'lat': 40.75151287989272, 'lng': -73.97137492010728}, 'southwest': {'lat': 40.74881322010727, 'lng': -73.97407457989273}}}",Pfizer,1,ChIJ2RZDFQNZwokR9NuJ_Lxkpww,False,3,find_place,BUST,"Grmo, United Kingdom",2021-01-29 19:49:04,0.2,"['health', 'point_of_interest', 'establishment']"
11WD2BHAF000272F,"Port of Hamburg, Hamburg, Germany","{'location': {'lat': 53.5070965, 'lng': 9.967923299999999}, 'viewport': {'northeast': {'lat': 53.5721887, 'lng': 10.1194813}, 'southwest': {'lat': 53.4466709, 'lng': 9.811472}}}",Port of Hamburg,1,ChIJ55tZaoeEsUcRXvno1KxKjZI,False,3,find_place,BUST,"Hafen, Germany",2021-01-29 19:49:06,0.2,"['natural_feature', 'establishment']"
49W000000000045Y,"Nieuwe Hemweg, Amsterdam, Netherlands","{'location': {'lat': 52.4033984, 'lng': 4.8446542}, 'viewport': {'northeast': {'lat': 52.40474822989272, 'lng': 4.846004029892722}, 'southwest': {'lat': 52.40204857010728, 'lng': 4.843304370107278}}}",Nieuwe Hemweg,1,ChIJxQhxsOzixUcR1rrUi2SLOKI,True,2,find_place,OK,"Hemweg, Netherlands",2021-01-29 19:49:07,0.631578947368421,['route']
38W-MT--IRU--Q-T,"Peterburi tee 105, Maardu, 74114 Harju maakond, Estonia","{'location': {'lat': 59.4515944, 'lng': 24.924937}, 'viewport': {'northeast': {'lat': 59.45297682989272, 'lng': 24.92674837989272}, 'southwest': {'lat': 59.45027717010728, 'lng': 24.92404872010728}}}",Iru Power Plant,1,ChIJ34nMh6ztkkYRWd690GPyKgA,True,1,find_place,OK,"Iru Elektrijaam gas-fired power station, Estonia",2021-01-29 19:49:08,0.5,"['point_of_interest', 'establishment']"
19W0000000000628,"Promienna 51, 43-603 Jaworzno, Poland","{'location': {'lat': 50.2051744, 'lng': 19.2053485}, 'viewport': {'northeast': {'lat': 50.21586635, 'lng': 19.2107232}, 'southwest': {'lat': 50.19814774999999, 'lng': 19.19109}}}",Jaworzno Power Station,1,ChIJFSCvfXjDFkcR2qgGnjHU6Qk,True,1,find_place,OK,"Jaworzno coal-fired power station, Poland",2021-01-29 19:49:09,0.6666666666666666,"['point_of_interest', 'establishment']"
38W-MT--AREJ2--A,"Kirdalu, 75505 Harju maakond, Estonia","{'location': {'lat': 59.2442187, 'lng': 24.7038979}, 'viewport': {'northeast': {'lat': 59.24565787989273, 'lng': 24.70533052989272}, 'southwest': {'lat': 59.24295822010728, 'lng': 24.70263087010728}}}",Kiisa AREJ,1,ChIJpYyBfNTGkkYRj20ASSqs5oM,True,1,find_place,OK,"Kiisa Arej gas-fired power station, Estonia",2021-01-29 19:49:10,1.0,"['point_of_interest', 'establishment']"
48WSTN000LBAR-G1,"72 Humberstone Gate, Leicester LE1 3PL, United Kingdom","{'location': {'lat': 52.6370131, 'lng': -1.1274101}, 'viewport': {'northeast': {'lat': 52.63828327989271, 'lng': -1.126026470107278}, 'southwest': {'lat': 52.63558362010727, 'lng': -1.128726129892722}}}",L Bar & Bistro,1,ChIJS_EPDBlhd0gRKTL7UbtIcbI,False,3,find_place,BUST,"Lbar, United Kingdom",2021-01-29 19:49:12,0.5,"['bar', 'point_of_interest', 'establishment']"
11WD8LICH5G----1,"Ostpreußendamm 61, 12207 Berlin, Germany","{'location': {'lat': 52.4243275, 'lng': 13.3087282}, 'viewport': {'northeast': {'lat': 52.42561237989272, 'lng': 13.31003062989272}, 'southwest': {'lat': 52.42291272010728, 'lng': 13.30733097010728}}}",Lichterfelde power station,1,ChIJ-y2G__xaqEcR4Bu8SkcgIQ8,True,1,find_place,OK,"Hkw Lichterfelde gas-fired power station, Germany",2021-01-29 19:49:13,0.75,"['point_of_interest', 'establishment']"
26WIMYI-S15M2TSB,"Montagna del Matese, 86092 Roccamandolfi, Province of Isernia, Italy","{'location': {'lat': 41.45, 'lng': 14.3666667}, 'viewport': {'northeast': {'lat': 41.4583627, 'lng': 14.3826741}, 'southwest': {'lat': 41.4416362, 'lng': 14.3506593}}}",Montagna del Matese,2,ChIJKdWO5HdjOhMROkSH8ZLWpso,True,5,find_place,OK,"Matese, Italy",2021-01-29 19:49:16,0.42857142857142855,"['natural_feature', 'establishment']"
11WD2BMIT0002731,"Mittelsbüren, 28719 Bremen, Germany","{'location': {'lat': 53.12870729999999, 'lng': 8.6554012}, 'viewport': {'northeast': {'lat': 53.13005712989272, 'lng': 8.656751029892721}, 'southwest': {'lat': 53.12735747010728, 'lng': 8.654051370107277}}}",Mittelsbüren,1,ChIJ-w2wihorsUcRcav88bP3aQo,True,2,find_place,OK,"Mittelsbueren, Germany",2021-01-29 19:49:17,0.88,['route']
11WD2WBNK000318M,"Getriebebau-Nord-Straße 1, 22941 Bargteheide, Germany","{'location': {'lat': 53.72188629999999, 'lng': 10.2777256}, 'viewport': {'northeast': {'lat': 53.72316812989271, 'lng': 10.27900087989272}, 'southwest': {'lat': 53.72046847010727, 'lng': 10.27630122010728}}}",NORD GmbH & Co. KG,1,ChIJTxnA0DcfskcReOD7FMyxtyw,True,2,find_place,OK,"Nord, Germany",2021-01-29 19:49:19,0.42105263157894735,"['point_of_interest', 'establishment']"
