projectID,formatted_address,geometry,name,num_results,place_id,place_ok,search_api_calls,search_method,search_status,search_text,search_time,sim_score,types
48WSTN00000PEHEU,"Lanai City, HI 96763, USA","{'location': {'lat': 20.7344057, 'lng': -156.890297}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 20.7357546802915, 'lng': -156.8889480197085}, 'southwest': {'lat': 20.7330567197085, 'lng': -156.8916459802915}}}",,1,ChIJeRaywc87VXkRutAC7mjT4S4,False,4,geocode,BUST,"Pehe, United Kingdom",2021-01-29 19:49:21,0.07407407407407407,"['establishment', 'point_of_interest', 'tourist_attraction']"
29WYISPOURNARI-P,"Unnamed Road, Arta 471 00, Greece","{'location': {'lat': 39.1861148, 'lng': 21.021856}, 'viewport': {'northeast': {'lat': 39.18740482989272, 'lng': 21.02312697989273}, 'southwest': {'lat': 39.18470517010728, 'lng': 21.02042732010728}}}",Pournari dam,1,ChIJDyNR90cDXBMRAzBFZnGYtP8,True,1,find_place,OK,"Pournari hydroelectric dam, Greece",2021-01-29 19:49:22,0.8,"['point_of_interest', 'establishment']"
11WD8REUT5X----M,"Otternbuchtstraße 11, 13599 Berlin, Germany","{'location': {'lat': 52.5307721, 'lng': 13.2464709}, 'viewport': {'northeast': {'lat': 52.53263162989272, 'lng': 13.24826367989272}, 'southwest': {'lat': 52.52993197010728, 'lng': 13.24556402010728}}}",Reuter power station,2,ChIJq6rnGu9WqEcRsslldRAL4ts,True,1,find_place,OK,"Hkw Reuter coal-fired power station, Germany",2021-01-29 19:49:23,0.6,"['point_of_interest', 'establishment']"
12W-0000000080-7,"Rheinfelden, Switzerland","{'location': {'lat': 47.55219, 'lng': 7.7922914}, 'viewport': {'northeast': {'lat': 47.5878999, 'lng': 7.83811}, 'southwest': {'lat': 47.5327001, 'lng': 7.752899999999999}}}",Rheinfelden,1,ChIJUbiGjeq0kUcRdsPMeH6B9PQ,True,2,find_place,OK,"Rheinfelden, Switzerland",2021-01-29 19:49:24,1.0,"['locality', 'political']"
43W-RIG-HPP----1,"Riga, Latvia","{'location': {'lat': 56.9496487, 'lng': 24.1051865}, 'viewport': {'northeast': {'lat': 57.085921, 'lng': 24.3246659}, 'southwest': {'lat': 56.8570279, 'lng': 23.933659}}}",Riga,1,ChIJ7T0H5bDP7kYRMP7yaM3PAAQ,True,2,find_place,OK,"Riga, Latvia",2021-01-29 19:49:26,1.0,"['locality', 'political']"
26WIMPI-S04CTNB6,"38066 Riva del Garda, Trentino, Italy","{'location': {'lat': 45.8891984, 'lng': 10.8430696}, 'viewport': {'northeast': {'lat': 45.9126545, 'lng': 10.8651306}, 'southwest': {'lat': 45.87670190000001, 'lng': 10.833021}}}",Riva del Garda,1,ChIJravdZNAWgkcRo0xnw7LbG2s,True,2,find_place,OK,"Riva, Italy",2021-01-29 19:49:27,0.4444444444444444,"['locality', 'political']"
26WIMPI-S04SSLSD,"Piazza di S.Silvestro, 17A, 00187 Roma RM, Italy","{'location': {'lat': 41.902909, 'lng': 12.48075}, 'viewport': {'northeast': {'lat': 41.90419127989272, 'lng': 12.48212912989272}, 'southwest': {'lat': 41.90149162010728, 'lng': 12.47942947010728}}}",Basilica di San Silvestro in Capite,1,ChIJoc4Mg1NgLxMRy-lfNWgHdTw,False,4,find_place,BUST,"Silvestro, Italy",2021-01-29 19:49:30,0.4782608695652174,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']"
26WIMPI-S05STNGL,"32036 La Stanga Province of Belluno, Italy","{'location': {'lat': 46.211694, 'lng': 12.129325}, 'viewport': {'northeast': {'lat': 46.21941469999999, 'lng': 12.1453324}, 'southwest': {'lat': 46.2039722, 'lng': 12.1133176}}}",La Stanga,1,ChIJS-9imviqeUcRvv8usCUWtDs,True,2,find_place,OK,"Stanga, Italy",2021-01-29 19:49:32,0.8,"['locality', 'political']"
50WP00000000665K,"Agder, Norway","{'bounds': {'northeast': {'lat': 59.6726869, 'lng': 9.6688766}, 'southwest': {'lat': 57.7590051, 'lng': 6.149705}}, 'location': {'lat': 58.50320840000001, 'lng': 7.7571974}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 59.6726869, 'lng': 9.6688766}, 'southwest': {'lat': 57.7590051, 'lng': 6.149705}}}",,10,ChIJD0JSTvhPOEYR8vitVnMQwW0,False,4,geocode,BUST,"Steinsfoss, Norway",2021-01-29 19:49:34,0.13333333333333333,"['administrative_area_level_1', 'political']"
50WP00000000667G,"5379 Steinsland, Norway","{'location': {'lat': 60.1756486, 'lng': 4.977886799999999}, 'viewport': {'northeast': {'lat': 60.2207202, 'lng': 5.1374621}, 'southwest': {'lat': 60.1246579, 'lng': 4.8080415}}}",Steinsland,1,ChIJg1yQZJrrPEYRgeMMMeI7Eeg,True,2,find_place,OK,"Steinsland, Norway",2021-01-29 19:49:36,1.0,['postal_town']
30W-CHE-SUGAG--7,"Șugag 517775, Romania","{'location': {'lat': 45.7776871, 'lng': 23.6206131}, 'viewport': {'northeast': {'lat': 45.7862152, 'lng': 23.6372565}, 'southwest': {'lat': 45.7707636, 'lng': 23.605231}}}",Șugag,1,ChIJN3ZcQ986TEcRmwzGxqGMAQk,True,2,find_place,OK,"Sugag, Romania",2021-01-29 19:49:37,0.8,"['locality', 'political']"
47W000000000162N,"Tarbert Island, Tarbert, Co. Kerry, Ireland","{'location': {'lat': 52.5889003, 'lng': -9.3639387}, 'viewport': {'northeast': {'lat': 52.59008107989272, 'lng': -9.362760920107279}, 'southwest': {'lat': 52.58738142010728, 'lng': -9.365460579892723}}}",Tarbert Power Station,1,ChIJi1EyuqrYWkgRqYpjfGrB80E,True,1,find_place,OK,"Tarbert Production power station, Ireland",2021-01-29 19:49:39,0.6363636363636364,"['point_of_interest', 'establishment']"
14W-KW-THE-EVN-7,"Ludwig Brucknerstraße 1, 3494, Austria","{'location': {'lat': 48.394813, 'lng': 15.7083593}, 'viewport': {'northeast': {'lat': 48.39604787989272, 'lng': 15.70968127989272}, 'southwest': {'lat': 48.39334822010728, 'lng': 15.70698162010728}}}",Theiss power station - EVN AG,1,ChIJO4Gk-UKCckcRaKjizOTgXdw,True,1,find_place,OK,"Kraftwerk Theiss gas-fired power station, Austria",2021-01-29 19:49:40,0.4444444444444444,"['point_of_interest', 'establishment']"
50WP00000000741U,"Pulpit Rock, Strand, Norway","{'location': {'lat': 58.98641, 'lng': 6.190439599999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 58.9921586, 'lng': 6.206447}, 'southwest': {'lat': 58.9806605, 'lng': 6.1744322}}}",,10,ChIJCetU9hvVO0YRi7ejv73mg0o,False,4,geocode,BUST,"Tjodan, Norway",2021-01-29 19:49:42,0.3333333333333333,"['establishment', 'natural_feature']"
16WTORRAO------V,"Torrão, Portugal","{'location': {'lat': 38.2945393, 'lng': -8.2238261}, 'viewport': {'northeast': {'lat': 38.3535907, 'lng': -8.129696299999999}, 'southwest': {'lat': 38.1783633, 'lng': -8.4654018}}}",Torrão,1,ChIJz8HfWLMmGg0RV0H1-wD7oi0,True,2,find_place,OK,"Torrao, Portugal",2021-01-29 19:49:43,0.8333333333333334,"['locality', 'political']"
18WASC2-12345-0P,"43791 Ascó, Tarragona, Spain","{'location': {'lat': 41.1827575, 'lng': 0.5671571}, 'viewport': {'northeast': {'lat': 41.1868415, 'lng': 0.5696774}, 'southwest': {'lat': 41.1768125, 'lng': 0.5636074}}}",Ascó,1,ChIJnWJgG2HWoBIRKMv3jPCfywY,True,2,find_place,OK,"Asco, Spain",2021-01-29 20:31:42,0.75,"['locality', 'political']"
26WIMPI-S13BLSRW,"67052 Balsorano, Province of L'Aquila, Italy","{'location': {'lat': 41.7917551, 'lng': 13.5784012}, 'viewport': {'northeast': {'lat': 41.8509524, 'lng': 13.6428931}, 'southwest': {'lat': 41.75429219999999, 'lng': 13.520216}}}",Balsorano,1,ChIJ3TBe8ZgBMBMREOk5sppPCQQ,True,2,find_place,OK,"Balsorano, Italy",2021-01-29 20:31:44,1.0,"['administrative_area_level_3', 'political']"
33W-TEC-BITOLA-F,"Bitola, North Macedonia","{'location': {'lat': 41.0296773, 'lng': 21.3292164}, 'viewport': {'northeast': {'lat': 41.048879, 'lng': 21.3622927}, 'southwest': {'lat': 41.0027271, 'lng': 21.2948782}}}",Bitola,1,ChIJ_bZfNlEkVxMRSMm-Zb-7Z_o,True,2,find_place,OK,"Bitola, Macedonia, Republic of",2021-01-29 20:31:46,1.0,"['locality', 'political']"
17W100P100P01784,"33820 Braud-et-Saint-Louis, France","{'location': {'lat': 45.257431, 'lng': -0.690649}, 'viewport': {'northeast': {'lat': 45.25877472989272, 'lng': -0.6892771201072777}, 'southwest': {'lat': 45.25607507010728, 'lng': -0.6919767798927221}}}",Blayais Nuclear Power Plant,1,ChIJle19JnnJAUgRVudeUhBzu78,True,1,find_place,OK,"Blayais nuclear plant, France",2021-01-29 20:31:47,0.5,"['point_of_interest', 'establishment']"
26WIMPI-S03SBNFX,"20010 Boffalora sopra Ticino, Metropolitan City of Milan, Italy","{'location': {'lat': 45.46282710000001, 'lng': 8.8293459}, 'viewport': {'northeast': {'lat': 45.4792954, 'lng': 8.8629739}, 'southwest': {'lat': 45.4325401, 'lng': 8.799983}}}",Boffalora sopra Ticino,1,ChIJL8TzgCLxhkcREPJmLgJ4BgQ,True,2,find_place,OK,"Boffalora, Italy",2021-01-29 20:31:49,0.5806451612903226,"['administrative_area_level_3', 'political']"
26WIMPI-S15BSSN0,"Bussento, Province of Salerno, Italy","{'location': {'lat': 40.1005972, 'lng': 15.4983314}, 'viewport': {'northeast': {'lat': 40.1362132, 'lng': 15.5122694}, 'southwest': {'lat': 40.0645701, 'lng': 15.488828}}}",Bussento,1,ChIJRZDlMs3IPhMRkgPSYU-OZMI,True,2,find_place,OK,"Bussento, Italy",2021-01-29 20:31:50,1.0,"['natural_feature', 'establishment']"
48WSTN00000CARRI,"12 Helmet Row, London EC1V 3QJ, United Kingdom","{'location': {'lat': 51.52539119999999, 'lng': -0.0946247}, 'viewport': {'northeast': {'lat': 51.52675462989273, 'lng': -0.09323617010727778}, 'southwest': {'lat': 51.52405497010728, 'lng': -0.09593582989272222}}}",Leigh Carr,1,ChIJKznu7dMadkgRtn1JNXDi7Zc,False,3,find_place,BUST,"Carr, United Kingdom",2021-01-29 20:31:52,0.5714285714285714,"['accounting', 'finance', 'point_of_interest', 'establishment']"
26WIMPI-S18CSTR3,"85046 Castrocucco Province of Potenza, Italy","{'location': {'lat': 39.93698029999999, 'lng': 15.7633592}, 'viewport': {'northeast': {'lat': 39.9390688, 'lng': 15.765659}, 'southwest': {'lat': 39.9348082, 'lng': 15.7596189}}}",Castrocucco,1,ChIJcViOn0HfPhMRFcRuWrOHHuQ,True,2,find_place,OK,"Castrocucco, Italy",2021-01-29 20:31:54,1.0,"['locality', 'political']"
26WIMPI-S12G1VIS,"Via Monte Nevoso, 2, 20095 Cusano Milanino MI, Italy","{'location': {'lat': 45.5565557, 'lng': 9.1745632}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 45.5579046802915, 'lng': 9.175912180291503}, 'southwest': {'lat': 45.5552067197085, 'lng': 9.173214219708498}}}",,1,ChIJyWiAiLO_hkcRFg-POWYciUQ,False,4,geocode,BUST,"Colari, Italy",2021-01-29 20:31:56,0.20408163265306123,"['establishment', 'point_of_interest']"
26WIMPI-S03CRNOV,"Corenno Plinio, 23824 Dervio, Province of Lecco, Italy","{'location': {'lat': 46.08966400000001, 'lng': 9.3113951}, 'viewport': {'northeast': {'lat': 46.09069417989271, 'lng': 9.3124773}, 'southwest': {'lat': 46.08799452010727, 'lng': 9.3096637}}}",Corenno Plinio,1,ChIJE91E9ZkVhEcRrLpuwBqcrQU,True,2,find_place,OK,"Corenno, Italy",2021-01-29 20:31:58,0.6666666666666666,"['neighborhood', 'political']"
48WSTN1000COTPSQ,"Allen St, Kensington, London W8 6UX, UK","{'location': {'lat': 51.49714969999999, 'lng': -0.1945935}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 51.49849868029149, 'lng': -0.193244519708498}, 'southwest': {'lat': 51.49580071970849, 'lng': -0.1959424802915021}}}",,1,ChIJB-NS5PMPdkgRtHFE__imumo,False,4,geocode,BUST,"Cotps, United Kingdom",2021-01-29 20:32:01,0.0975609756097561,"['church', 'establishment', 'place_of_worship', 'point_of_interest']"
26WIMPI-S01CRTOP,"10070 Crot, Metropolitan City of Turin, Italy","{'location': {'lat': 45.230796, 'lng': 7.202860799999999}, 'viewport': {'northeast': {'lat': 45.23233952989272, 'lng': 7.2050362}, 'southwest': {'lat': 45.22963987010728, 'lng': 7.2019688}}}",Crot,1,ChIJFRn6X1KtiUcRlkoLyfBCcKU,True,2,find_place,OK,"Crot, Italy",2021-01-29 20:32:02,1.0,"['locality', 'political']"
26WIMPI-S01DCRNE,"12025 Dronero, Province of Cuneo, Italy","{'location': {'lat': 44.4658423, 'lng': 7.3656691}, 'viewport': {'northeast': {'lat': 44.4725466, 'lng': 7.380186699999999}, 'southwest': {'lat': 44.4564415, 'lng': 7.3389068}}}",Dronero,1,ChIJOxWz-gI-zRIRkPwCPK3Cxnk,True,2,find_place,OK,"Dronero, Italy",2021-01-29 20:32:04,1.0,"['locality', 'political']"
26WIMPI-S01CEGN7,"12100 Cuneo, Province of Cuneo, Italy","{'location': {'lat': 44.3844766, 'lng': 7.5426711}, 'viewport': {'northeast': {'lat': 44.4309618, 'lng': 7.603918799999999}, 'southwest': {'lat': 44.3532038, 'lng': 7.508458699999999}}}",Cuneo,1,ChIJpziBxzhpzRIRR-YmF8trXRM,True,6,find_place,OK,"Cuneo, Italy",2021-01-29 20:32:08,0.5454545454545454,"['locality', 'political']"
26WIMPI-S05ESPRU,"Via Veneto, 1149, 35040 Casale di Scodosia PD, Italy","{'location': {'lat': 45.1877472, 'lng': 11.4952608}, 'viewport': {'northeast': {'lat': 45.18909547989271, 'lng': 11.49665527989272}, 'southwest': {'lat': 45.18639582010727, 'lng': 11.49395562010728}}}",Emmezeta Mobili Snc,1,ChIJWfcipuAbf0cRgPgBPsl84R0,True,2,find_place,OK,"Emmezeta Rovigo, Italy",2021-01-29 20:32:10,0.6470588235294118,"['point_of_interest', 'establishment']"
26WIMPI-S03FMGSC,"20142 Milan, Metropolitan City of Milan, Italy","{'location': {'lat': 45.4371411, 'lng': 9.1686693}, 'viewport': {'northeast': {'lat': 45.43847797989272, 'lng': 9.17003327989272}, 'southwest': {'lat': 45.43577832010727, 'lng': 9.167333620107277}}}",Famagosta,1,ChIJPx21DIzDhkcRyH71vojlAA8,False,3,find_place,BUST,"Famagosta, Italy",2021-01-29 20:32:12,1.0,"['transit_station', 'point_of_interest', 'establishment']"
26WIMPI-S19SDMCS,"98044 San Filippo del Mela, Province of Messina, Italy","{'location': {'lat': 38.1691648, 'lng': 15.2742899}, 'viewport': {'northeast': {'lat': 38.1747808, 'lng': 15.278943}, 'southwest': {'lat': 38.16521150000001, 'lng': 15.2685538}}}",San Filippo del Mela,1,ChIJJ4u-sYwwFBMRjiqBpCF0Ew8,True,2,find_place,OK,"Filippo Mela, Italy",2021-01-29 20:32:14,0.75,"['locality', 'political']"
18WUFMI-12345-0L,"Miño, A Coruña, Spain","{'location': {'lat': 43.3539624, 'lng': -8.1884949}, 'viewport': {'northeast': {'lat': 43.40093239999999, 'lng': -8.1320784}, 'southwest': {'lat': 43.3149098, 'lng': -8.2225174}}}",Miño,1,ChIJiSCc34dyLg0RYFPKc4L1BAQ,True,5,find_place,OK,"Miño, Spain",2021-01-29 20:32:18,0.6666666666666666,"['administrative_area_level_4', 'political']"
17W100P100P0211W,"82400 Golfech, France","{'location': {'lat': 44.10699169999999, 'lng': 0.8547429999999999}, 'viewport': {'northeast': {'lat': 44.10842747989272, 'lng': 0.8561855798927223}, 'southwest': {'lat': 44.10572782010728, 'lng': 0.8534859201072778}}}",Production Center for Nuclear Electricity Golfech,2,ChIJAQDQnW6_qxIRVjyzR08CLS8,True,1,find_place,OK,"Golfech nuclear plant, France",2021-01-29 20:32:19,0.7,"['point_of_interest', 'establishment']"
14W-BGS-KW-----Q,"Greifenstein 232/1, 3422 Spillern, Austria","{'location': {'lat': 48.3554532, 'lng': 16.2426364}, 'viewport': {'northeast': {'lat': 48.35705487989272, 'lng': 16.24395287989272}, 'southwest': {'lat': 48.35435522010728, 'lng': 16.24125322010728}}}",Laufkraftwerk Greifenstein,1,ChIJZfmkUpkNbUcRUSPj2K6cPbc,True,1,find_place,OK,"Greifenstein hydroelectric dam, Austria",2021-01-29 20:32:21,0.631578947368421,"['point_of_interest', 'establishment']"
50WP000000002293,Norway,"{'location': {'lat': 60.47202399999999, 'lng': 8.468945999999999}, 'viewport': {'northeast': {'lat': 71.30780000000001, 'lng': 31.3549999}, 'southwest': {'lat': 57.8097, 'lng': 4.0649}}}",Norway,30,ChIJv-VNj0VoEkYRK9BkuJ07sKE,False,4,find_place,BUST,"Kraftver, Norway",2021-01-29 20:32:24,0.2727272727272727,"['country', 'political']"
26WIMPI-S19GCDLR,"Contrada Kaggiotto, Piana degli Albanesi, SP102, 90037 Piana degli albanesi PA, Italy","{'location': {'lat': 37.9555426, 'lng': 13.2792628}, 'viewport': {'northeast': {'lat': 37.95683322989272, 'lng': 13.28038377989272}, 'southwest': {'lat': 37.95413357010728, 'lng': 13.27768412010728}}}",Centrale ENEL di Guadalami,3,ChIJB_TtSZf2GRMR5L5BGan9XVY,True,2,find_place,OK,"Guadalami, Italy",2021-01-29 20:32:26,0.5142857142857142,"['point_of_interest', 'establishment']"
50WP00000000278R,"3576 Hol, Norway","{'location': {'lat': 60.6144518, 'lng': 8.31421}, 'viewport': {'northeast': {'lat': 60.61584272989271, 'lng': 8.315408829892721}, 'southwest': {'lat': 60.61314307010727, 'lng': 8.312709170107278}}}",Hol III power station,1,ChIJVVVVVaW-P0YR5Cg3a7HWh-8,True,1,find_place,OK,"Hol hydroelectric dam, Norway",2021-01-29 20:32:27,0.5454545454545454,"['point_of_interest', 'establishment']"
46WPU0000000105V,"841 44 Alby, Sweden","{'location': {'lat': 62.4986033, 'lng': 15.4844517}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 62.5037553, 'lng': 15.5004591}, 'southwest': {'lat': 62.4934504, 'lng': 15.4684443}}}",,2,ChIJEQKdywOPZUYRNxezuaEPiFs,False,4,geocode,BUST,"Järnvägsforsen, Sweden",2021-01-29 20:32:29,0.0,"['locality', 'political']"
47W000000000242P,"Knockmore, Co. Mayo, Ireland","{'location': {'lat': 54.0237627, 'lng': -9.1747251}, 'viewport': {'northeast': {'lat': 54.0303169, 'lng': -9.1587177}, 'southwest': {'lat': 54.0172074, 'lng': -9.1907325}}}",Knockmore,1,ChIJgXVGJ0FGWUgREA0yl6nHAAo,True,5,find_place,OK,"Knockmore, Ireland",2021-01-29 20:32:33,0.8181818181818182,"['locality', 'political']"
14W-KW-KO2-EVN-5,"Am Kraftwerk 15, 2103 Langenzersdorf, Austria","{'location': {'lat': 48.3320296, 'lng': 16.3395997}, 'viewport': {'northeast': {'lat': 48.33352797989272, 'lng': 16.34077687989272}, 'southwest': {'lat': 48.33082832010728, 'lng': 16.33807722010727}}}",Korneuburg power plant,1,ChIJZ_OoZrQPbUcRCJR5yieihIo,True,1,find_place,OK,"Kraftwerk Korneuburg gas-fired power station, Austria",2021-01-29 20:32:35,0.7692307692307693,"['point_of_interest', 'establishment']"
26WIMPI-S03CLTCO,"Via Alfonso la Marmora, 39, 50121 Firenze FI, Italy","{'location': {'lat': 43.7814748, 'lng': 11.2621014}, 'viewport': {'northeast': {'lat': 43.78280902989272, 'lng': 11.26348962989272}, 'southwest': {'lat': 43.78010937010728, 'lng': 11.26078997010728}}}",B&B La Marmora 39,1,ChIJEYNjjBlUKhMRoZ4Dt0KIAzU,False,3,find_place,BUST,"Lamarmora, Italy",2021-01-29 20:32:37,0.6923076923076923,"['lodging', 'point_of_interest', 'establishment']"
50WP00000000480W,"Skogstøstraen 37, 4029 Stavanger, Norway","{'location': {'lat': 58.99407540000001, 'lng': 5.6912793}, 'viewport': {'northeast': {'lat': 58.99538237989273, 'lng': 5.692508929892721}, 'southwest': {'lat': 58.99268272010729, 'lng': 5.689809270107277}}}",Stril Power AS,1,ChIJkbnHGFu1O0YRFNp-3wpRZgk,False,3,find_place,BUST,"Myster, Norway",2021-01-29 20:32:39,0.42857142857142855,"['point_of_interest', 'establishment']"
50WP00000000494L,"Nea River, Selbu Municipality, Norway","{'location': {'lat': 63.1731151, 'lng': 11.2073295}, 'viewport': {'northeast': {'lat': 63.2265623, 'lng': 11.3918748}, 'southwest': {'lat': 63.0970208, 'lng': 10.9881478}}}",Nea River,1,ChIJ9fxqf4QBbUYRgxu-COY1whU,True,2,find_place,OK,"Nea, Norway",2021-01-29 20:32:41,0.5,"['natural_feature', 'establishment']"
14W-E110349----M,"Grosser Oschenik See, 9831, Austria","{'location': {'lat': 46.9812289, 'lng': 13.0903527}, 'viewport': {'northeast': {'lat': 46.9859252, 'lng': 13.0949807}, 'southwest': {'lat': 46.9789295, 'lng': 13.0823083}}}",Grosser Oschenik See,1,ChIJm52feVJId0cRHd4JyL_RsWE,True,2,find_place,OK,"Oschenik, Austria",2021-01-29 20:32:43,0.5714285714285714,"['natural_feature', 'establishment']"
14W-BOW-KW-----9,"4073 Wilhering, Austria","{'location': {'lat': 48.3237098, 'lng': 14.1883431}, 'viewport': {'northeast': {'lat': 48.3299931, 'lng': 14.1998081}, 'southwest': {'lat': 48.320131, 'lng': 14.1733713}}}",Wilhering,1,ChIJKRjnaXiac0cRQfTf4x74D6k,True,2,find_place,OK,"Ottensheim Wilhering, Austria",2021-01-29 20:32:45,0.6206896551724138,"['locality', 'political']"
26WIMPI-S03UPTVS,"Gran Paradiso, 11010 Valsavarenche, Aosta Valley, Italy","{'location': {'lat': 45.5183736, 'lng': 7.266588499999999}, 'viewport': {'northeast': {'lat': 45.5261912, 'lng': 7.2825959}, 'southwest': {'lat': 45.5105549, 'lng': 7.2505811}}}",Gran Paradiso,1,ChIJK8BAUrICiUcRDET0oCNss4o,True,2,find_place,OK,"Paraviso, Italy",2021-01-29 20:32:46,0.6666666666666666,"['natural_feature', 'establishment']"
26WIMPI-S20EPYPZ,"Circonvallazione Zona Industriale, 07046 Porto Torres SS, Italy","{'location': {'lat': 40.8326475, 'lng': 8.3776378}, 'viewport': {'northeast': {'lat': 40.83399327989272, 'lng': 8.378990329892723}, 'southwest': {'lat': 40.83129362010728, 'lng': 8.376290670107279}}}",Versalis S.P.A.,1,ChIJ1fDPZQmG3BIRkainb-v4Nek,True,1,find_place,OK,"Polimeri Europa S P Porto Torres electric power plant, Italy",2021-01-29 20:32:47,0.4444444444444444,"['point_of_interest', 'establishment']"
50WP00000000585I,"5760 Røldal, Norway","{'location': {'lat': 59.832353, 'lng': 6.821085399999999}, 'viewport': {'northeast': {'lat': 59.8375216, 'lng': 6.834525699999999}, 'southwest': {'lat': 59.82826839999999, 'lng': 6.8086892}}}",Røldal,1,ChIJt4FINYiwPkYR_IAXSApOygc,True,2,find_place,OK,"Roldal, Norway",2021-01-29 20:32:49,0.8333333333333334,"['locality', 'political']"
32W001100100023Q,"5, 7009 Eastern Industrial Zone, Ruse, Bulgaria","{'location': {'lat': 43.8668298, 'lng': 26.0095855}, 'viewport': {'northeast': {'lat': 43.86819997989272, 'lng': 26.01041097989272}, 'southwest': {'lat': 43.86550032010728, 'lng': 26.00771132010728}}}",Ruse Iztok Power Plant,1,ChIJNbo4MGBnrkAR_C6R_Fxu4FQ,True,1,find_place,OK,"Chp Ruse coal-fired power station, Bulgaria",2021-01-29 20:32:50,0.4,"['point_of_interest', 'establishment']"
26WIMPI-S05SNRV3,"36053 Gambellara, Province of Vicenza, Italy","{'location': {'lat': 45.4570776, 'lng': 11.3419557}, 'viewport': {'northeast': {'lat': 45.4700002, 'lng': 11.3560935}, 'southwest': {'lat': 45.448063, 'lng': 11.3327128}}}",Gambellara,1,ChIJ56WOMqJHf0cR7FWtsbF1TWA,False,3,find_place,BUST,"Sorio, Italy",2021-01-29 20:32:52,0.14634146341463414,"['locality', 'political']"
26WIMPI-S14CTYT4,"86039 Termoli, Province of Campobasso, Italy","{'location': {'lat': 42.0005331, 'lng': 14.9952839}, 'viewport': {'northeast': {'lat': 42.0069327, 'lng': 15.0251581}, 'southwest': {'lat': 41.9666448, 'lng': 14.9646694}}}",Termoli,1,ChIJuTC4TvzMMBMRGN1ShTz0CAo,True,2,find_place,OK,"Termoli, Italy",2021-01-29 20:32:54,1.0,"['locality', 'political']"
26WIMPI-S07VTDR2,"17047 Vado Ligure, Province of Savona, Italy","{'location': {'lat': 44.2647844, 'lng': 8.432131}, 'viewport': {'northeast': {'lat': 44.2822442, 'lng': 8.4501925}, 'southwest': {'lat': 44.2581873, 'lng': 8.4174786}}}",Vado Ligure,30,ChIJfzyS4QTj0hIR3iS4KzXIWmk,True,2,find_place,OK,"Vado Term, Italy",2021-01-29 20:32:57,0.6,"['locality', 'political']"
